"","Quadrant","Teilquadrant","Ortsnummer","Ortsbuchstaben","Ortsname","Kreis","Land","I","II","III","IV","X12","x","y","res"
"113","112",4,1,"br","Mengershausen","Göttingen","Hannover","j","j","j","j",NA,560414.607900408,5704765.01947346,"detected"
"158","112",11,2,"cr","Schachtebich","Heiligenstadt","Pr. Sachsen","j","j",NA,NA,NA,573047.229228336,5694942.31890838,"detected"
"539","126",6,23,"b","Wolfsburg-Unkeroda","Eisenach","Thüringen","j","j","j","j",NA,589117.563000262,5643440.42482994,"detected"
"718","138",16,4,"co","Steinsberg","Unterlahnkreis","Hessen-Nassau","j","j","j","j",NA,424850.744582201,5575132.80586693,"detected"
"751","138",27,2,"do","Patersberg","St. Goarshausen","Hessen-Nassau","j","j","j",NA,NA,409573.180012977,5556820.61262049,"detected"
"754","138",27,11,"du","Niederburg","St. Goar","Rheinprovinz","j","j",NA,NA,NA,406711.374988075,5552521.38643194,"detected"
"1078","151",6,11,"cl","Schweinheim","BA. Aschaffenburg","RegBez. Unterfranken (Bayern)","j","j","j","j",NA,511504.478330304,5534406.91360131,"detected"
"1195","151",24,8,"du","Bürgstadt","BA. Miltenberg","RegBez. Unterfranken (Bayern)","j","j","j","j",NA,519233.203142643,5507078.10415042,"detected"
"1196","151",24,13,"dl","Miltenberg","BA. Miltenberg","RegBez. Unterfranken (Bayern)","j","j","j","j",NA,518495.893955499,5505552.36817307,"detected"
"1201","151",26,10,"au","Heppenheim","Heppenheim","Hessen","j","j","j","j",NA,446771.355318607,5494930.45490017,"detected"
"1228","151",30,7,"ad","Amorbach","BA. Miltenberg","RegBez. Unterfranken (Bayern)","j","j","j","j",NA,515977.277623932,5498884.72697317,"detected"
"115","112",4,4,"dr","Diemarden","Göttingen","Hannover","j","j","j","j",NA,568435.852949063,5704666.47314335,"detected"
"128","112",5,12,"cu","Bremke","Göttingen","Hannover","j","j","j","j",NA,572408.202420232,5700250.01264235,"detected"
"161","112",11,12,"bo","Steinheuterode","Heiligenstadt","Pr. Sachsen","j","j",NA,"j",NA,574367.487402325,5692670.0521968,"detected"
"283","124",28,22,"b","Bellingen","Oberwesterwaldkreis","Hessen-Nassau","j","j","j",NA,NA,422542.687985705,5605015.7656732,"detected"
"536","126",6,10,"ad","Eisenach","Eisenach","Thüringen",NA,NA,NA,"j",NA,593052.244833087,5647814.26092022,"detected"
"555","126",12,1,"br","Marksuhl","Eisenach","Thüringen","j","j","j","j",NA,584563.677470145,5640828.17110476,"detected"
"577","126",17,14,"du","Stadtlengsfeld","Eisenach","Thüringen","j",NA,NA,"j",NA,579574.630172901,5626345.93975278,"detected"
"697","138",10,1,"al","Holler","Unterwesterwaldkreis","Hessen-Nassau","j","j","j",NA,NA,417107.13329011,5585302.10265841,"detected"
"717","138",16,2,"bo","Laurenburg","Unterlahnkreis","Hessen-Nassau","j","j","j","j",NA,422719.8224716,5575964.17542774,"detected"
"722","138",16,16,"ac","Singhofen","Unterlahnkreis","Hessen-Nassau","j","j","j","j",NA,417093.17237419,5569865.78736727,"detected"
"736","138",21,13,"b","Himmighofen","St. Goarshausen","Hessen-Nassau","j","j","j","j",NA,411932.7012283,5562964.59645508,"detected"
"753","138",27,7,"al","Biebernheim","St. Goar","Rheinprovinz","j","j","j","j",NA,407527.769545323,5555888.13047701,"detected"
"1010","139",36,21,"cr","Goldbach","BA. Aschaffenburg","RegBez. Unterfranken (Bayern)",NA,"j","j","j",NA,513079.617237337,5538491.00135333,"detected"
"1156","151",18,3,"co","Sommerau","BA. Obernburg","RegBez. Unterfranken (Bayern)","j","j","j","j",NA,518383.856540937,5519394.03821438,"detected"
"1233","151",30,17,"d","Beuchen","BA. Miltenberg","RegBez. Unterfranken (Bayern)",NA,NA,"j","j",NA,516562.03515037,5494161.40795713,"detected"
"1239","151",31,21,"bu","Studernheim","BA. Frankenthal","RegBez. Pfalz (Bayern)","j","j","j",NA,NA,453877.362522098,5484191.9518862,"detected"
"122","112",5,1,"ao","Klein Lengden","Göttingen","Hannover","j","j","j","j",NA,569841.315039325,5705475.3247718,"detected"
"193","112",18,1,"du","Flinsberg","Heiligenstadt","Pr. Sachsen","j","j","j","j",NA,582958.120091946,5685750.2133742,"detected"
"194","112",18,13,"a","Wachstedt","Mühlhausen","Pr. Sachsen",NA,"j",NA,NA,NA,587157.291720243,5683128.1373705,"detected"
"303","124",34,6,"a","Wölferlingen","Unterwesterwaldkreis","Hessen-Nassau","j","j","j","j",NA,418661.451602409,5601715.69804116,"detected"
"556","126",12,3,"bo","Eckardtshausen","Eisenach","Thüringen","j","j","j","j",NA,588821.42588448,5641032.78707938,"detected"
"639","126",30,17,"d","Oberkatz","Meiningen","Thüringen","j",NA,NA,NA,NA,586613.86840183,5606593.65100917,"detected"
"694","138",9,10,"co","Oberelbert","Unterwesterwaldkreis","Hessen-Nassau","j","j","j","j",NA,415761.406135741,5582910.00491769,"detected"
"701","138",10,16,"au","Hübingen","Unterwesterwaldkreis","Hessen-Nassau",NA,"j","j",NA,NA,417859.357061724,5579284.75854915,"detected"
"1009","139",36,18,"ad","Sailauf","BA. Aschaffenburg","RegBez. Unterfranken (Bayern)","j","j","j","j",NA,518316.478632649,5541230.39154052,"detected"
"1011","139",36,21,"dr","Hösbach","BA. Aschaffenburg","RegBez. Unterfranken (Bayern)",NA,NA,NA,"j",NA,514425.350216274,5539105.97290861,"detected"
"1229","151",30,8,"co","Schneeberg","BA. Miltenberg","RegBez. Unterfranken (Bayern)","j","j","j",NA,NA,517891.238879089,5498668.3402399,"detected"
"125","112",5,7,"ar","Gelliehausen","Göttingen","Hannover","j","j","j","j",NA,573059.474112593,5703295.93457199,"detected"
"136","112",6,11,"d","Neuendorf","Worbis","Pr. Sachsen","j","j","j","j",NA,546254.058228555,5542944.37482475,"detected"
"301","124",33,15,"c","Ewighausen","Oberwesterwaldkreis","Hessen-Nassau","j","j","j","j",NA,416863.529559537,5598674.21124132,"detected"
"637","126",30,3,"al","Friedelshausen","Meiningen","Thüringen","j","j","j","j",NA,587456.40247043,5612513.55254354,"detected"
"675","138",3,20,"al","Eschelbach","Unterwesterwaldkreis","Hessen-Nassau","j","j","j","j",NA,415787.557231047,5589004.25101143,"detected"
"1079","151",6,12,"ao","Haibach","BA. Aschaffenburg","RegBez. Unterfranken (Bayern)","j","j","j","j",NA,514723.466361536,5534926.22743477,"detected"
"1261","151",36,3,"b","Hettigenbeuern","AB. Buchen","Baden","j",NA,NA,NA,NA,519069.796367155,5492012.77573073,"detected"
"170","112",12,16,"d","Geisleden","Heiligenstadt","Pr. Sachsen","j","j","j","j",NA,583419.76840092,5689495.20089936,"detected"
"676","138",3,24,"bl","Horressen","Unterwesterwaldkreis","Hessen-Nassau","j",NA,NA,NA,NA,414638.550076922,5586898.46459388,"detected"
"1194","151",24,5,"au","Freudenberg","AB. Wertheim","Baden",NA,"j","j","j",NA,523433.272825328,5511041.5866143,"detected"
"282","124",28,16,"b","Lochum","Oberwesterwaldkreis","Hessen-Nassau","j","j","j",NA,NA,419331.1957155,5607032.70716281,"detected"
"557","126",12,9,"b","Etterwinden","Eisenach","Thüringen",NA,NA,NA,"j",NA,591402.540781585,5639008.72803232,"detected"
"124","112",5,3,"co","Wöllmarshausen","Göttingen","Hannover","j","j",NA,"j",NA,575496.734442267,5704755.315914,"detected"
"297","124",33,4,"d","Steinen","Unterwesterwaldkreis","Hessen-Nassau","j","j",NA,NA,NA,415751.559497568,5603151.79803144,"detected"
"302","124",33,23,"b","Vielbach","Unterwesterwaldkreis","Hessen-Nassau","j","j","j","j",NA,412901.987030293,5595735.38510039,"detected"
"559","126",12,18,"ar","Möhra","Meiningen","Thüringen","j","j","j","j",NA,588345.580693698,5635107.31291607,"detected"
"580","126",18,7,"b","Bad Salzungen","Meiningen","Thüringen","j","j","j","j",NA,586789.630354362,5629631.00733659,"detected"
"607","126",24,13,"a","Rosa","Meiningen","Thüringen","j","j","j","j",NA,588259.372695969,5618555.37893978,"detected"
"665","126",36,23,"c","Willmars","BA. Mellrichststadt","RegBez. Unterfranken (Bayern)",NA,"j","j","j",NA,587989.713796716,5595005.03845737,"detected"
"673","138",3,4,"cu","Siershahn","Unterwesterwaldkreis","Hessen-Nassau","j","j","j","j",NA,413375.177983437,5593024.94572598,"detected"
"696","138",9,19,"cu","Zimmerschied","Unterlahnkreis","Hessen-Nassau","j","j","j","j",NA,413464.611857815,5578542.92244856,"detected"
"714","138",15,9,"c","Dienethal","Unterlahnkreis","Hessen-Nassau","j",NA,NA,NA,NA,413013.666537201,5573178.57086469,"detected"
"716","138",15,18,"ao","Schweighausen","Unterlahnkreis","Hessen-Nassau","j",NA,NA,NA,NA,411076.600022208,5570652.7226646,"detected"
"735","138",21,11,"b","Dahlheim","St. Goarshausen","Hessen-Nassau",NA,NA,"j",NA,NA,406793.514360823,5562929.8268065,"detected"
"1231","151",30,14,"d","Rippberg","AB. Buchen","Baden","j","j","j","j",NA,521494.641475116,5496702.42588395,"detected"
"126","112",5,8,"bo","Rittmarshausen","Göttingen","Hannover",NA,NA,"j",NA,NA,576598.295476131,5704004.28364983,"detected"
"127","112",5,8,"do","Kerstlingerode","Göttingen","Hannover","j","j","j","j",NA,576904.898627932,5703018.93208384,"detected"
"171","112",12,23,"ar","Kreuzebra","Heiligenstadt","Pr. Sachsen","j","j","j",NA,NA,587581.978221261,5688463.62031773,"detected"
"139","112",6,21,"cl","Günterode","Heiligenstadt","Pr. Sachsen","j","j","j","j",NA,581189.940706867,5697423.64562356,"detected"
"640","126",30,24,"b","Stepfershausen","Meiningen","Thüringen","j","j","j","j",NA,592147.018624937,5605497.82457004,"detected"
"275","124",27,10,"cd","Gehlert","Oberwesterwaldkreis","Hessen-Nassau","j","j","j","j",NA,417188.951461485,5610302.59000476,"detected"
"298","124",33,8,"a","Rückeroth","Unterwesterwaldkreis","Hessen-Nassau","j","j","j","j",NA,411041.860310892,5601494.4012552,"detected"
"560","126",12,24,"ad","Gumpelstadt","Meiningen","Thüringen","j","j",NA,NA,NA,590942.990742106,5632705.06456678,"detected"
"606","126",24,9,"bl","Helmers","Meiningen","Thüringen","j",NA,NA,NA,NA,591327.52639294,5619987.3115237,"detected"
"608","126",24,14,"d","Zillbach","Meiningen","Thüringen","j","j",NA,NA,NA,591801.066322271,5617949.03588059,"detected"
"711","138",15,3,"bl","Dausenau","Unterlahnkreis","Hessen-Nassau",NA,NA,NA,"j",NA,411861.901907373,5575877.91371176,"detected"
"715","138",15,12,"ab","Becheln","St. Goarshausen","Hessen-Nassau","j","j","j","j",NA,408726.338279607,5571982.75779289,"detected"
"920","139",17,23,"cl","Diebach","Büdingen","Hessen","j","j","j","j",NA,559955.207881772,5553110.36407895,"detected"
"300","124",33,12,"d","Krümmel","Unterwesterwaldkreis","Hessen-Nassau","j","j","j","j",NA,409480.922327787,5598896.20354404,"detected"
"306","124",34,23,"ad","Herschbach","Unterwesterwaldkreis","Hessen-Nassau","j","j","j","j",NA,410789.326861785,5603311.6077014,"detected"
"583","126",18,14,"au","Immelborn","Meiningen","Thüringen","j","j","j","j",NA,590103.225319572,5627507.22735515,"detected"
"693","138",9,7,"cu","Neuhäusel","Unterwesterwaldkreis","Hessen-Nassau",NA,"j","j","j",NA,408549.725725341,5582373.66535993,"detected"
"695","138",9,12,"ab","Eitelborn","Unterwesterwaldkreis","Hessen-Nassau","j","j","j","j",NA,408931.157967407,5581399.46894132,"detected"
"1266","151",36,20,"c","Buchen","AB. Buchen","Baden","j",NA,NA,NA,NA,428338.389599381,5643347.70462035,"detected"
"581","126",18,9,"du","Barchfeld","Herrschaft Schmalkalden","Hessen-Nassau",NA,NA,NA,"j",NA,592432.215858787,5628560.20483461,"detected"
"692","138",9,6,"co","Simmern","Unterwesterwaldkreis","Hessen-Nassau","j",NA,NA,NA,NA,405963.132577634,5582875.05290322,"detected"
"712","138",15,6,"a","Frücht","St. Goarshausen","Hessen-Nassau",NA,NA,"j",NA,NA,405851.645534822,5574201.7968519,"detected"
"276","124",27,13,"ao","Höchstenbach","Oberwesterwaldkreis","Hessen-Nassau","j","j",NA,NA,NA,411087.798015517,5609635.13119298,"detected"
"299","124",33,11,"ad","Brückrachdorf","Neuwied","Rheinprovinz","j","j","j",NA,NA,406645.370495711,5599690.98106411,"detected"
"670","138",2,15,"c","Grenzau","Unterwesterwaldkreis","Hessen-Nassau","j","j","j",NA,NA,404884.318029,5589690.08611163,"detected"
"132","112",6,2,"do","Immingerode","Duderstadt","Hannover","j","j","j","j",NA,585451.548141282,5704968.53884631,"detected"
"137","112",6,18,"dr","Hundeshagen","Worbis","Pr. Sachsen",NA,NA,NA,"j",NA,588804.237859726,5699085.7756618,"detected"
"12","111",4,14,"cl","Neudorf","der Twiste","Hessen-Nassau","j","j","j","j",NA,999,999,"multiple entires detected"
"16","111",5,6,"au","Rhoden-Walbeck","der Twiste","Hessen-Nassau","j","j","j","j",NA,999,999,"not detected"
"18","111",5,10,"cr","Kalenberg","Warburg","Westfalen","j","j","j",NA,NA,999,999,"not detected"
"31","111",10,8,"ao","Kanstein","Brilon","Westfalen","j","j","j","j",NA,999,999,"not detected"
"34","111",10,20,"ao","Mengeringhausen","der Twiste","Hessen-Nassau","j","j","j","j",NA,999,999,"not detected"
"52","111",22,1,"du","Nieder Ense","des Eisenbergs","Hessen-Nassau","j","j","j","j",NA,999,999,"not detected"
"56","111",23,1,"a","Sachsenhausen","der Eder","Hessen-Nassau","j","j","j","j",NA,999,999,"multiple entires detected"
"60","111",23,24,"du","Bergheim","der Eder","Hessen-Nassau","j","j","j","j",NA,999,999,"multiple entires detected"
"67","111",27,12,"a","Neukirchen","des Eisenbergs","Hessen-Nassau","j","j",NA,NA,NA,999,999,"multiple entires detected"
"78","111",29,14,"c","Bad Wildungen","der Eder","Hessen-Nassau","j","j","j","j",NA,999,999,"multiple entires detected"
"85","111",30,24,"bu","Adenborn","Fritzlar-Homberg","Hessen-Nassau","j","j",NA,NA,NA,999,999,"not detected"
"88","111",33,9,"b","Frankenberg","Frankenberg","Hessen-Nassau","j","j","j","j",NA,999,999,"not detected"
"90","111",34,1,"do","Geismar","Frankenberg","Hessen-Nassau","j","j","j","j",NA,999,999,"multiple entires detected"
"92","111",34,18,"br","Halgehausen","Frankenberg","Hessen-Nassau","j","j","j","j",NA,999,999,"not detected"
"96","111",35,15,"cr","Oberurff","Fritzlar-Homberg","Hessen-Nassau","j","j","j","j",NA,999,999,"not detected"
"99","111",36,3,"b","Großenenglis","Fritzlar-Homberg","Hessen-Nassau",NA,NA,NA,"j",NA,999,999,"not detected"
"102","112",1,14,"bl","Udenhausen","Hofgeismar","Hessen-Nassau","j","j","j","j",NA,999,999,"multiple entires detected"
"104","112",2,22,"cl","Holzhausen","Hofgeismar","Hessen-Nassau","j","j",NA,NA,NA,999,999,"multiple entires detected"
"105","112",2,25,"c","Hannoversch Münden",NA,"Hannover","j","j","j","j",NA,999,999,"not detected"
"114","112",4,3,"b","Reinshof","Göttingen","Hannover","j","j",NA,NA,NA,999,999,"not detected"
"121","112",4,23,"c","Friedland an der Leine","Göttingen","Hannover","j","j","j","j",NA,999,999,"not detected"
"123","112",5,2,"cr","Benniehausen","Göttingen","Hannover","j","j","j","j",NA,999,999,"not detected"
"129","112",5,19,"da","Weißenborn","Göttingen","Hannover","j","j","j","j",NA,999,999,"not detected"
"133","112",6,3,"bl","Gerblingerode","Duderstadt","Hannover","j","j","j","j",NA,999,999,"not detected"
"134","112",6,5,"cl","Wehnde","Worbis","Pr. Sachsen","j","j","j","j",NA,999,999,"not detected"
"135","112",6,9,"dr","Tastungen","Worbis","Pr. Sachsen","j","j","j","j",NA,999,999,"not detected"
"138","112",6,21,"bd","Rheinholterode","Heiligenstadt","Pr. Sachsen","j","j","j","j",NA,999,999,"not detected"
"140","112",6,22,"cr","Steinbach","Worbis","Pr. Sachsen","j","j","j","j",NA,999,999,"multiple entires detected"
"141","112",7,2,"br","Kalden","Hofgeismar","Hessen-Nassau","j","j","j","j",NA,999,999,"not detected"
"154","112",10,7,"du","Berge","Witzenhausen","Hessen-Nassau","j","j","j","j",NA,999,999,"multiple entires detected"
"155","112",10,8,"br","Niedergandern","Göttingen","Hannover","j","j","j","j",NA,999,999,"not detected"
"159","112",11,3,"ao","Streitholz","Heiligenstadt","Pr. Sachsen","j","j","j","j",NA,999,999,"not detected"
"160","112",11,3,"du","Mengelrode","Heiligenstadt","Pr. Sachsen","j","j","j","j",NA,999,999,"not detected"
"162","112",11,13,"bl","Rengelrode","Heiligenstadt","Pr. Sachsen","j","j","j","j",NA,999,999,"not detected"
"163","112",11,14,"b","Heiligenstadt","Heiligenstadt","Pr. Sachsen","j","j",NA,NA,NA,999,999,"not detected"
"164","112",11,18,"al","Uder","Heiligenstadt","Pr. Sachsen","j","j","j","j",NA,999,999,"not detected"
"166","112",12,6,"b","Westhausen","Heiligenstadt","Pr. Sachsen","j","j","j","j",NA,999,999,"not detected"
"167","112",12,7,"ao","Bodenrode","Worbis","Pr. Sachsen","j",NA,"j","j",NA,999,999,"not detected"
"168","112",12,7,"br","Wingerode","Worbis","Pr. Sachsen","j","j","j","j",NA,999,999,"not detected"
"169","112",12,10,"co","Leinefelde","Worbis","Pr. Sachsen","j","j","j","j",NA,999,999,"not detected"
"174","112",14,17,"cl","Krumbach","Kassel","Hessen-Nassau","j","j","j","j",NA,999,999,"multiple entires detected"
"178","112",15,5,"cl","Roßbach","Witzenhausen","Hessen-Nassau",NA,"j",NA,NA,NA,999,999,"not detected"
"181","112",15,24,"au","Großalmerode","Witzenhausen","Hessen-Nassau","j","j","j","j",NA,999,999,"not detected"
"182","112",16,3,"a","Werleshausen","Heiligenstadt","Pr. Sachsen","j",NA,"j","j",NA,999,999,"not detected"
"185","112",16,14,"br","Wahlhausen","Heiligenstadt","Pr. Sachsen","j","j","j","j",NA,999,999,"not detected"
"189","112",17,16,"bo","Asbach","Witzenhausen","Hessen-Nassau","j","j","j","j",NA,999,999,"multiple entires detected"
"191","112",17,24,"ab","Lehna","Heiligenstadt","Pr. Sachsen","j","j","j","j",NA,999,999,"not detected"
"195","112",18,22,"cu","Großbartloff","Heiligenstadt","Pr. Sachsen","j","j","j","j",NA,999,999,"not detected"
"202","112",20,22,"a","Empfershausen","Melsungen","Hessen-Nassau","j","j","j","j",NA,999,999,"not detected"
"211","112",23,9,"br","Großtöpfer","Heiligenstadt","Pr. Sachsen","j","j",NA,NA,NA,999,999,"not detected"
"215","112",24,9,"do","Struth","Mühlhausen","Pr. Sachsen","j","j","j","j",NA,999,999,"not detected"
"224","112",26,22,"al","Malsfeld","Melsungen","Hessen-Nassau","j","j","j","j",NA,999,999,"not detected"
"226","112",27,8,"cr","Weidelbach","Melsungen","Hessen-Nassau","j",NA,NA,NA,NA,999,999,"multiple entires detected"
"231","112",29,14,"au","Weißenborn","Eschwege","Hessen-Nassau","j","j","j","j",NA,999,999,"not detected"
"235","112",30,6,"c","Großburschla","Mühlhausen","Pr. Sachsen","j","j","j","j",NA,999,999,"not detected"
"257","112",35,13,"ar","Holzhausen","Eschwege","Hessen-Nassau",NA,"j","j",NA,NA,999,999,"multiple entires detected"
"262","112",36,11,"cr","Willershausen","Eschwege","Hessen-Nassau",NA,"j","j",NA,NA,999,999,"multiple entires detected"
"273","124",27,1,"du","Berod","Oberwesterwaldkreis","Hessen-Nassau",NA,NA,NA,"j",NA,999,999,"not detected"
"274","124",27,6,"al","Lautzert","Neuwied","Rheinprovinz","j","j",NA,NA,NA,999,999,"not detected"
"277","124",27,16,"c","Roßbach","Oberwesterwaldkreis","Hessen-Nassau","j","j","j","j",NA,999,999,"not detected"
"278","124",27,19,"b","Steinebach","Oberwesterwaldkreis","Hessen-Nassau","j","j","j","j",NA,999,999,"not detected"
"279","124",28,4,"cu","Marienberg","Oberwesterwaldkreis","Hessen-Nassau","j","j","j","j",NA,999,999,"not detected"
"281","124",28,14,"d","Schönberg","Oberwesterwaldkreis","Hessen-Nassau","j","j","j","j",NA,999,999,"multiple entires detected"
"288","124",29,12,"al","Neustadt","Oberwesterwaldkreis","Hessen-Nassau","j","j","j",NA,NA,999,999,"not detected"
"296","124",30,24,"a","Holzhausen","Wetzlar","Hessen-Nassau",NA,NA,"j",NA,NA,999,999,"multiple entires detected"
"309","124",35,11,"c","Berzhahn","Oberwesterwaldkreis","Hessen-Nassau","j","j","j",NA,NA,999,999,"not detected"
"315","124",36,15,"c","Stockhausen","Wetzlar","Hessen-Nassau","j","j","j",NA,NA,999,999,"multiple entires detected"
"317","124",36,24,"ao","Selters","Oberlahnkreis","Hessen-Nassau","j","j","j","j",NA,999,999,"multiple entires detected"
"318","125",1,11,"a","Holzhausen","Wittgenstein","Westfalen","j","j","j","j",NA,999,999,"multiple entires detected"
"322","125",2,3,"d","Holzhausen an der Eder","Biedenkopf","Hessen-Nassau","j","j","j","j",NA,999,999,"not detected"
"323","125",2,13,"ao","Eifa","Biedenkopf","Hessen-Nassau",NA,"j",NA,NA,NA,999,999,"multiple entires detected"
"326","125",3,22,"ac","Todenhausen","Marburg","Hessen-Nassau","j","j","j","j",NA,999,999,"multiple entires detected"
"335","125",5,18,"du","Sachsenhausen","Ziegenhain","Hessen-Nassau","j","j","j","j",NA,999,999,"multiple entires detected"
"347","125",8,25,"ar","Kaldern","Marburg","Hessen-Nassau","j","j","j","j",NA,999,999,"not detected"
"351","125",10,6,"b","Schwarzenborn","Marburg","Hessen-Nassau","j","j","j","j",NA,999,999,"multiple entires detected"
"358","125",11,21,"cr","Allendorf","Marburg","Hessen-Nassau",NA,NA,"j","j",NA,999,999,"multiple entires detected"
"360","125",12,17,"cr","Merzhausen","Ziegenhain","Hessen-Nassau","j","j","j","j",NA,999,999,"multiple entires detected"
"361","125",13,7,"cd","Hirzenhain","Dillkreis","Hessen-Nassau",NA,NA,"j","j",NA,999,999,"multiple entires detected"
"365","125",13,23,"c","Oberndorf","Dillkreis","Hessen-Nassau","j","j","j","j",NA,999,999,"multiple entires detected"
"368","125",14,22,"au","Weidenhausen","Biedenkopf","Hessen-Nassau","j","j","j","j",NA,999,999,"multiple entires detected"
"369","125",14,24,"d","Nanzhausen","Marburg","Hessen-Nassau","j","j","j","j",NA,999,999,"not detected"
"370","125",14,25,"co","Willershausen","Marburg","Hessen-Nassau",NA,"j",NA,NA,NA,999,999,"multiple entires detected"
"373","125",15,18,"b","Kappel","Marburg","Hessen-Nassau","j","j","j","j",NA,999,999,"not detected"
"380","125",16,23,"ao","Mardorf","Marburg","Hessen-Nassau","j","j","j","j",NA,999,999,"multiple entires detected"
"381","125",16,24,"d","Nieder Ofleiden","Alsfeld","Hessen","j","j","j","j",NA,999,999,"not detected"
"383","125",17,9,"bu","Wahlen","Alsfeld","Hessen","j","j","j","j",NA,999,999,"multiple entires detected"
"388","125",18,8,"au","Heidelbach","Alsfeld","Hessen","j","j","j","j",NA,999,999,"not detected"
"398","125",20,8,"dr","Rollshausen","Marburg","Hessen-Nassau",NA,"j","j",NA,NA,999,999,"not detected"
"401","125",21,7,"b","Roth","Marburg","Hessen-Nassau","j","j","j","j",NA,999,999,"multiple entires detected"
"406","125",21,22,"ab","Odenhausen","Wetzlar","Hessen-Nassau","j","j","j","j",NA,999,999,"multiple entires detected"
"407","125",21,25,"a","Allendorf an der Lunda","Gießen","Hessen","j","j","j","j",NA,999,999,"not detected"
"408","125",22,4,"c","Haarhausen","Alsfeld","Hessen","j",NA,NA,NA,NA,999,999,"multiple entires detected"
"411","125",22,19,"b","Schadenbach","Alsfeld","Hessen","j","j","j",NA,NA,999,999,"not detected"
"416","125",23,16,"al","Büßfeld","Alsfeld","Hessen","j",NA,NA,NA,NA,999,999,"not detected"
"417","125",23,17,"b","Nieder Gemünden","Alsfeld","Hessen","j","j","j","j",NA,999,999,"not detected"
"420","125",24,6,"b","Zell","Alsfeld","Hessen","j","j","j","j",NA,999,999,"multiple entires detected"
"422","125",24,17,"bl","Nieder Breidenbach","Alsfeld","Hessen","j","j","j","j",NA,999,999,"not detected"
"423","125",24,18,"cl","Strebendorf","Alsfeld","Hessen","j","j","j","j",NA,999,999,"not detected"
"430","125",26,13,"ac","Bieber","Wetzlar","Hessen-Nassau","j","j","j","j",NA,999,999,"multiple entires detected"
"438","125",27,6,"c","Wißmar","Wetzlar","Hessen-Nassau",NA,"j","j","j",NA,999,999,"not detected"
"440","125",27,13,"cr","Alten Buseck","Gießen","Hessen","j","j","j","j",NA,999,999,"not detected"
"441","125",27,15,"ar","Beuern","Gießen","Hessen","j","j","j","j",NA,999,999,"multiple entires detected"
"443","125",27,18,"au","Trohe","Gießen","Hessen","j","j","j","j",NA,999,999,"not detected"
"444","125",27,18,"cu","Rödgen","Gießen","Hessen","j","j","j","j",NA,999,999,"multiple entires detected"
"445","125",27,19,"co","Großen Buseck","Gießen","Hessen","j","j","j","j",NA,999,999,"not detected"
"448","125",28,2,"bl","Odenhausen","Gießen","Hessen","j","j",NA,NA,NA,999,999,"multiple entires detected"
"461","125",29,6,"bo","Nieder Ohmen","Alsfeld","Hessen","j","j","j","j",NA,999,999,"not detected"
"465","125",29,19,"ao","Ober Ohmen","Alsfeld","Hessen","j","j","j","j",NA,999,999,"not detected"
"466","125",29,20,"cl","Unter Seibertenrod","Schotten","Hessen","j","j","j","j",NA,999,999,"not detected"
"468","125",29,25,"co","Ober Seibertenrod","Schotten","Hessen","j",NA,NA,NA,NA,999,999,"not detected"
"481","125",32,9,"cu","Allendorf","Gießen","Hessen","j",NA,NA,NA,NA,999,999,"multiple entires detected"
"482","125",32,10,"au","Klein Linden","Gießen","Hessen","j","j","j","j",NA,999,999,"not detected"
"485","125",32,20,"a","Großen Linden","Gießen","Hessen","j","j",NA,NA,NA,999,999,"not detected"
"488","125",33,9,"cu","Steinbach","Gießen","Hessen","j",NA,NA,NA,NA,999,999,"multiple entires detected"
"490","125",33,12,"c","Watzenborn-Steinberg","Gießen","Hessen","j","j","j","j",NA,999,999,"not detected"
"498","125",34,8,"c","Münster","Gießen","Hessen","j","j","j","j",NA,999,999,"multiple entires detected"
"499","125",34,12,"dr","Ober Bessingen","Gießen","Hessen","j","j","j",NA,NA,999,999,"not detected"
"502","125",34,15,"ac","Laubach","Schotten","Hessen",NA,"j","j","j",NA,999,999,"multiple entires detected"
"506","125",35,8,"b","Altenhain","Schotten","Hessen","j","j","j",NA,NA,999,999,"multiple entires detected"
"517","126",1,17,"c","Großropperhausen","Ziegenhain","Hessen-Nassau",NA,NA,"j",NA,NA,999,999,"not detected"
"519","126",2,1,"br","Nenterode","Rotenburg","Hessen-Nassau","j",NA,NA,NA,NA,999,999,"not detected"
"521","126",2,22,"bo","Mühlbach","Fritzlar-Homberg","Hessen-Nassau","j","j","j","j",NA,999,999,"multiple entires detected"
"525","126",4,4,"d","Süß","Rotenburg","Hessen-Nassau",NA,NA,"j","j",NA,999,999,"not detected"
"526","126",4,8,"c","Machtlos","Rotenburg","Hessen-Nassau",NA,NA,"j","j",NA,999,999,"multiple entires detected"
"530","126",5,17,"do","Berka","Eisenach","Thüringen",NA,NA,NA,"j",NA,999,999,"not detected"
"542","126",7,21,"do","Nausis","Ziegenhain","Hessen-Nassau","j","j","j",NA,NA,999,999,"multiple entires detected"
"544","126",8,18,"co","Goßmannsrode","Hersfeld","Hessen-Nassau","j","j","j","j",NA,999,999,"not detected"
"545","126",9,11,"b","Hersfeld-Kalkobes","Hersfeld","Hessen-Nassau",NA,"j","j","j",NA,999,999,"not detected"
"547","126",10,8,"cr","Hersa","Hersfeld","Hessen-Nassau",NA,NA,"j",NA,NA,999,999,"not detected"
"552","126",11,21,"au","Philippsthal","Hersfeld","Hessen-Nassau","j","j","j","j",NA,999,999,"not detected"
