"","X","Quadrant","Teilquadrant","Ortsnummer","Ortsbuchstaben","Ortsname","Kreis","Land","I","II","III","IV","X12","RES_1st_run","Ortsname_old","Stadt.oder.Gemeinde.oder.Landkreis","x","y","res"
"1251",560,"126",12,24,"ad","Gumpelstadt","Meiningen","Thüringen","j","j",NA,NA,NA,"detected","","",590942.990742106,5632705.06456678,"detected"
"1252",606,"126",24,9,"bl","Helmers","Meiningen","Thüringen","j",NA,NA,NA,NA,"detected","","",591327.52639294,5619987.3115237,"detected"
"1253",608,"126",24,14,"d","Zillbach","Meiningen","Thüringen","j","j",NA,NA,NA,"detected","","",591801.066322271,5617949.03588059,"detected"
"1254",711,"138",15,3,"bl","Dausenau","Unterlahnkreis","Hessen-Nassau",NA,NA,NA,"j",NA,"detected","","",411861.901907373,5575877.91371176,"detected"
"1255",715,"138",15,12,"ab","Becheln","St. Goarshausen","Hessen-Nassau","j","j","j","j",NA,"detected","","",408726.338279607,5571982.75779289,"detected"
"1256",920,"139",17,23,"cl","Diebach","Büdingen","Hessen","j","j","j","j",NA,"detected","","",559955.207881772,5553110.36407895,"detected"
"19",138,"112",6,21,"bd","Reinholterode","Heiligenstadt","Pr. Sachsen","j","j","j","j",NA,"not detected","Rheinholterode","",583154.667318011,5697633.30964707,"detected"
"1257",300,"124",33,12,"d","Krümmel","Unterwesterwaldkreis","Hessen-Nassau","j","j","j","j",NA,"detected","","",409480.922327787,5598896.20354404,"detected"
"1258",306,"124",34,23,"ad","Herschbach","Unterwesterwaldkreis","Hessen-Nassau","j","j","j","j",NA,"detected","","",410789.326861785,5603311.6077014,"detected"
"1259",583,"126",18,14,"au","Immelborn","Meiningen","Thüringen","j","j","j","j",NA,"detected","","",590103.225319572,5627507.22735515,"detected"
"1260",693,"138",9,7,"cu","Neuhäusel","Unterwesterwaldkreis","Hessen-Nassau",NA,"j","j","j",NA,"detected","","",408549.725725341,5582373.66535993,"detected"
"1261",695,"138",9,12,"ab","Eitelborn","Unterwesterwaldkreis","Hessen-Nassau","j","j","j","j",NA,"detected","","",408931.157967407,5581399.46894132,"detected"
"1262",1266,"151",36,20,"c","Buchen","AB. Buchen","Baden","j",NA,NA,NA,NA,"detected","","",428338.389599381,5643347.70462035,"detected"
"1263",581,"126",18,9,"du","Barchfeld","Herrschaft Schmalkalden","Hessen-Nassau",NA,NA,NA,"j",NA,"detected","","",592432.215858787,5628560.20483461,"detected"
"1264",692,"138",9,6,"co","Simmern","Unterwesterwaldkreis","Hessen-Nassau","j",NA,NA,NA,NA,"detected","","",405963.132577634,5582875.05290322,"detected"
"1265",712,"138",15,6,"a","Frücht","St. Goarshausen","Hessen-Nassau",NA,NA,"j",NA,NA,"detected","","",405851.645534822,5574201.7968519,"detected"
"1266",276,"124",27,13,"ao","Höchstenbach","Oberwesterwaldkreis","Hessen-Nassau","j","j",NA,NA,NA,"detected","","",411087.798015517,5609635.13119298,"detected"
"1267",299,"124",33,11,"ad","Brückrachdorf","Neuwied","Rheinprovinz","j","j","j",NA,NA,"detected","","",406645.370495711,5599690.98106411,"detected"
"86",584,"126",18,25,"ar","Breitungen/Werra","Meiningen","Thüringen",NA,"j","j","j",NA,"not detected","Breitungen","Schmalkalden-Meiningen",593971.588473139,5624105.19028848,"detected"
"1268",670,"138",2,15,"c","Grenzau","Unterwesterwaldkreis","Hessen-Nassau","j","j","j",NA,NA,"detected","","",404884.318029,5589690.08611163,"detected"
"1269",132,"112",6,2,"do","Immingerode","Duderstadt","Hannover","j","j","j","j",NA,"detected","","",585451.548141282,5704968.53884631,"detected"
"1270",137,"112",6,18,"dr","Hundeshagen","Worbis","Pr. Sachsen",NA,NA,NA,"j",NA,"detected","","",588804.237859726,5699085.7756618,"detected"
"4",34,"111",10,20,"ao","Mengeringhausen","der Twiste","Hessen-Nassau","j","j","j","j",NA,"not detected","Mengeringhausen","",999,999,"not detected"
"7",88,"111",33,9,"b","Frankenberg","Frankenberg","Hessen-Nassau","j","j","j","j",NA,"not detected","Frankenberg","Eder",999,999,"not detected"
"8",92,"111",34,18,"br","Halgehausen ","Frankenberg","Hessen-Nassau","j","j","j","j",NA,"not detected","Halgehausen","Haina",999,999,"not detected"
"12",114,"112",4,3,"b","Klostergut Reinshof","Göttingen","Hannover","j","j",NA,NA,NA,"not detected","Reinshof","",999,999,"not detected"
"14",123,"112",5,2,"cr","Benniehausen ","Göttingen","Hannover","j","j","j","j",NA,"not detected","Benniehausen","Gleichen",999,999,"not detected"
"15",129,"112",5,19,"da","Weißenborn ","Göttingen","Hannover","j","j","j","j",NA,"not detected","Weißenborn","Werra-Meißner",999,999,"not detected"
"16",133,"112",6,3,"bl","Gerblingerode ","Duderstadt","Hannover","j","j","j","j",NA,"not detected","Gerblingerode","Duderstadt",999,999,"not detected"
"17",134,"112",6,5,"cl","Wehnde ","Worbis","Pr. Sachsen","j","j","j","j",NA,"not detected","Wehnde","Eichsfeld",999,999,"not detected"
"18",135,"112",6,9,"dr","Tastungen ","Worbis","Pr. Sachsen","j","j","j","j",NA,"not detected","Tastungen","Eichsfeld",999,999,"not detected"
"21",155,"112",10,8,"br","Niedergandern ","Göttingen","Hannover","j","j","j","j",NA,"not detected","Niedergandern","Friedland",999,999,"not detected"
"22",159,"112",11,3,"ao","Streitholz ","Heiligenstadt","Pr. Sachsen","j","j","j","j",NA,"not detected","Streitholz","Hohes Kreuz",999,999,"not detected"
"23",160,"112",11,3,"du","Mengelrode ","Heiligenstadt","Pr. Sachsen","j","j","j","j",NA,"not detected","Mengelrode","Hohes Kreuz",999,999,"not detected"
"24",162,"112",11,13,"bl","Rengelrode","Heiligenstadt","Pr. Sachsen","j","j","j","j",NA,"not detected","Rengelrode","Heilbad Heiligenstadt",999,999,"not detected"
"26",164,"112",11,18,"al","Uder ","Heiligenstadt","Pr. Sachsen","j","j","j","j",NA,"not detected","Uder","Eichsfeld",999,999,"not detected"
"27",166,"112",12,6,"b","Bodenrode-Westhausen","Heiligenstadt","Pr. Sachsen","j","j","j","j",NA,"not detected","Westhausen","",999,999,"not detected"
"28",167,"112",12,7,"ao","Bodenrode ","Worbis","Pr. Sachsen","j",NA,"j","j",NA,"not detected","Bodenrode","Bodenrode-Westhausen",999,999,"not detected"
"29",168,"112",12,7,"br","Wingerode ","Worbis","Pr. Sachsen","j","j","j","j",NA,"not detected","Wingerode","Eichsfeld",999,999,"not detected"
"30",169,"112",12,10,"co","Leinefelde-Worbis","Worbis","Pr. Sachsen","j","j","j","j",NA,"not detected","Leinefelde","",999,999,"not detected"
"31",178,"112",15,5,"cl","Roßbach ","Witzenhausen","Hessen-Nassau",NA,"j",NA,NA,NA,"not detected","Roßbach","Witzenhausen",999,999,"not detected"
"32",181,"112",15,24,"au","Großalmerode ","Witzenhausen","Hessen-Nassau","j","j","j","j",NA,"not detected","Großalmerode","Witzenhausen",999,999,"not detected"
"33",182,"112",16,3,"a","Werleshausen","Heiligenstadt","Pr. Sachsen","j",NA,"j","j",NA,"not detected","Werleshausen","Witzenhausen",999,999,"not detected"
"34",185,"112",16,14,"br","Wahlhausen ","Heiligenstadt","Pr. Sachsen","j","j","j","j",NA,"not detected","Wahlhausen","Eichsfeld",999,999,"not detected"
"35",191,"112",17,24,"ab","Lehna ","Heiligenstadt","Pr. Sachsen","j","j","j","j",NA,"not detected","Lehna","Schimberg",999,999,"not detected"
"36",195,"112",18,22,"cu","Großbartloff ","Heiligenstadt","Pr. Sachsen","j","j","j","j",NA,"not detected","Großbartloff","Eichsfeld",999,999,"not detected"
"37",202,"112",20,22,"a","Empfershausen ","Melsungen","Hessen-Nassau","j","j","j","j",NA,"not detected","Empfershausen","Körle",999,999,"not detected"
"38",211,"112",23,9,"br","Großtöpfer ","Heiligenstadt","Pr. Sachsen","j","j",NA,NA,NA,"not detected","Großtöpfer","Eichsfeld",999,999,"not detected"
"39",215,"112",24,9,"do","Struth ","Mühlhausen","Pr. Sachsen","j","j","j","j",NA,"not detected","Struth","Rodeberg",999,999,"not detected"
"40",224,"112",26,22,"al","Malsfeld","Melsungen","Hessen-Nassau","j","j","j","j",NA,"not detected","Malsfeld","Schwalm-Eder ",999,999,"not detected"
"41",231,"112",29,14,"au","Weißenborn ","Eschwege","Hessen-Nassau","j","j","j","j",NA,"not detected","Weißenborn","Werra-Meißner",999,999,"not detected"
"42",235,"112",30,6,"c","Großburschla ","Mühlhausen","Pr. Sachsen","j","j","j","j",NA,"not detected","Großburschla","Treffurt",999,999,"not detected"
"44",274,"124",27,6,"al","Lautzert ","Neuwied","Rheinprovinz","j","j",NA,NA,NA,"not detected","Lautzert","Oberdreis",999,999,"not detected"
"45",277,"124",27,16,"c","Roßbach ","Oberwesterwaldkreis","Hessen-Nassau","j","j","j","j",NA,"not detected","Roßbach","Westerwald",999,999,"not detected"
"47",279,"124",28,4,"cu","Bad Marienberg","Oberwesterwaldkreis","Hessen-Nassau","j","j","j","j",NA,"not detected","Marienberg","",999,999,"not detected"
"48",288,"124",29,12,"al","Neustadt","Oberwesterwaldkreis","Hessen-Nassau","j","j","j",NA,NA,"not detected","Neustadt","Westerwald",999,999,"not detected"
"49",309,"124",35,11,"c","Berzhahn ","Oberwesterwaldkreis","Hessen-Nassau","j","j","j",NA,NA,"not detected","Berzhahn","Westerwald",999,999,"not detected"
"50",322,"125",2,3,"d","Holzhausen ","Biedenkopf","Hessen-Nassau","j","j","j","j",NA,"not detected","Holzhausen an der Eder","Hatzfeld",999,999,"not detected"
"52",369,"125",14,24,"d","Nanzhausen","Marburg","Hessen-Nassau","j","j","j","j",NA,"not detected","Nanzhausen","Lohra",999,999,"not detected"
"53",373,"125",15,18,"b","Cappel","Marburg","Hessen-Nassau","j","j","j","j",NA,"not detected","Kappel","",999,999,"multiple entires detected"
"55",388,"125",18,8,"au","Heidelbach ","Alsfeld","Hessen","j","j","j","j",NA,"not detected","Heidelbach","Alsfeld",999,999,"not detected"
"56",398,"125",20,8,"dr","Rollshausen ","Marburg","Hessen-Nassau",NA,"j","j",NA,NA,"not detected","Rollshausen","Lohra",999,999,"not detected"
"57",407,"125",21,25,"a","Allendorf ","Gießen","Hessen","j","j","j","j",NA,"not detected","Allendorf an der Lunda","Lumda",999,999,"not detected"
"58",411,"125",22,19,"b","Schadenbach ","Alsfeld","Hessen","j","j","j",NA,NA,"not detected","Schadenbach","Homberg",999,999,"not detected"
"59",416,"125",23,16,"al","Büßfeld ","Alsfeld","Hessen","j",NA,NA,NA,NA,"not detected","Büßfeld","Homberg",999,999,"not detected"
"62",423,"125",24,18,"cl","Strebendorf ","Alsfeld","Hessen","j","j","j","j",NA,"not detected","Strebendorf","Romrod",999,999,"not detected"
"63",438,"125",27,6,"c","Wißmar","Wetzlar","Hessen-Nassau",NA,"j","j","j",NA,"not detected","Wißmar","Wettenberg",999,999,"not detected"
"65",443,"125",27,18,"au","Trohe ","Gießen","Hessen","j","j","j","j",NA,"not detected","Trohe","Buseck",999,999,"not detected"
"66",445,"125",27,19,"co","Großen-Buseck","Gießen","Hessen","j","j","j","j",NA,"not detected","Großen Buseck","",999,999,"not detected"
"72",485,"125",32,20,"a","Großen-Linden","Gießen","Hessen","j","j",NA,NA,NA,"not detected","Großen Linden","",999,999,"not detected"
"74",517,"126",1,17,"c","Großropperhausen ","Ziegenhain","Hessen-Nassau",NA,NA,"j",NA,NA,"not detected","Großropperhausen","Frielendorf",999,999,"not detected"
"75",519,"126",2,1,"br","Nenterode ","Rotenburg","Hessen-Nassau","j",NA,NA,NA,NA,"not detected","Nenterode","Knüllwald",999,999,"not detected"
"76",525,"126",4,4,"d","Süß ","Rotenburg","Hessen-Nassau",NA,NA,"j","j",NA,"not detected","Süß","Nentershausen",999,999,"not detected"
"77",530,"126",5,17,"do","Berka","Eisenach","Thüringen",NA,NA,NA,"j",NA,"not detected","Berka","Werra-Suhl-Tal",999,999,"not detected"
"78",544,"126",8,18,"co","Goßmannsrode ","Hersfeld","Hessen-Nassau","j","j","j","j",NA,"not detected","Goßmannsrode","Kirchheim",999,999,"not detected"
"79",545,"126",9,11,"b","Kalkobes","Hersfeld","Hessen-Nassau",NA,"j","j","j",NA,"not detected","Hersfeld-Kalkobes","",999,999,"not detected"
"81",552,"126",11,21,"au","Philippsthal ","Hersfeld","Hessen-Nassau","j","j","j","j",NA,"not detected","Philippsthal","Werra",999,999,"not detected"
"82",558,"126",12,13,"ar","Kupfersuhl ","Eisenach","Thüringen","j","j","j","j",NA,"not detected","Kupfersuhl","Bad Salzungen",999,999,"not detected"
"83",565,"126",13,25,"cu","Wallersdorf","Alsfeld","Hessen",NA,"j","j",NA,NA,"not detected","Wallersdorf","Grebenau",999,999,"not detected"
"84",578,"126",18,1,"c","Kaiseroda ","Eisenach","Thüringen","j","j","j","j",NA,"not detected","Kaiseroda","Leimbach",999,999,"not detected"
"85",582,"126",18,12,"d","Kaltenborn","Meiningen","Thüringen","j","j","j","j",NA,"not detected","Kaltenborn","Bad Salzungen",999,999,"not detected"
"88",596,"126",22,1,"bu","Großentaft ","Hünfeld","Hessen-Nassau","j","j","j","j",NA,"not detected","Großentaft","Eiterfeld",999,999,"not detected"
"89",599,"126",23,1,"do","Otzbach ","Eisenach","Thüringen","j","j","j","j",NA,"not detected","Otzbach","Geisa",999,999,"not detected"
"90",600,"126",23,2,"b","Oechsen","Eisenach","Thüringen","j","j","j","j",NA,"not detected","Dechsen","",999,999,"not detected"
"91",601,"126",23,11,"cd","Zitters ","Eisenach","Thüringen","j","j","j","j",NA,"not detected","Zitters","Schleid",999,999,"not detected"
"92",604,"126",24,1,"c","Urnshausen","Eisenach","Thüringen","j","j","j","j",NA,"not detected","Urnshausen","Dermbach",999,999,"not detected"
"93",611,"126",25,6,"co","Sickendorf ","Lauterbach","Hessen","j","j",NA,"j",NA,"not detected","Sickendorf","Lauterbach",999,999,"not detected"
"94",612,"126",25,7,"d","Lauterbach","Lauterbach","Hessen",NA,"j",NA,NA,NA,"not detected","Lauterbach","Vogelsbergkreis",999,999,"not detected"
"95",613,"126",25,12,"d","Blitzenrod ","Lauterbach","Hessen","j","j","j","j",NA,"not detected","Blitzenrod","Lauterbach",999,999,"not detected"
"96",619,"126",26,22,"c","Großenlüder ","Fulda","Hessen-Nassau",NA,NA,"j","j",NA,"not detected","Großenlüder","Fulda",999,999,"not detected"
"97",623,"126",28,6,"bo","Mittelaschenbach","Hünfeld","Hessen-Nassau",NA,NA,NA,"j",NA,"not detected","Mittelaschenbach","Nüsttal",999,999,"not detected"
"98",629,"126",29,9,"a","Klings ","Eisenach","Thüringen","j","j","j","j",NA,"not detected","Klings","Kaltennordheim",999,999,"not detected"
"99",648,"126",31,23,"b","Zahmen","Lauterbach","Hessen","j","j","j","j",NA,"not detected","Zahmen","Grebenhain",999,999,"not detected"
"100",654,"126",33,12,"ar","Bachrain ","Fulda","Hessen-Nassau","j","j","j","j",NA,"not detected","Künzell-Bachrain","Künzell",999,999,"not detected"
"101",656,"126",34,11,"d","Wolferts ","Fulda","Hessen-Nassau",NA,NA,"j",NA,NA,"not detected","Wolferts","Dipperz",999,999,"not detected"
"102",666,"138",2,6,"au","Oberbieber ","Neuwied","Rheinprovinz","j","j","j",NA,NA,"not detected","Oberbieber","Neuwied",999,999,"not detected"
"103",667,"138",2,8,"ab","Isenburg ","Neuwied","Rheinprovinz","j",NA,"j","j",NA,"not detected","Isenburg","Neuwied",999,999,"not detected"
"104",668,"138",2,11,"bl","Gladbach ","Neuwied","Rheinprovinz","j","j","j","j",NA,"not detected","Gladbach","Neuwied",999,999,"not detected"
"105",671,"138",2,17,"a","Heimbach-Weis ","Neuwied","Rheinprovinz",NA,NA,"j","j",NA,"not detected","Heimbach-Weis","Neuwied",999,999,"not detected"
"106",672,"138",2,22,"ac","Engers ","Neuwied","Rheinprovinz","j","j","j","j",NA,"not detected","Engers","Neuwied",999,999,"not detected"
"107",679,"138",4,17,"br","Kleinholbach ","Unterwesterwaldkreis","Hessen-Nassau","j","j","j","j",NA,"not detected","Kleinholbach","Girod",999,999,"not detected"
"108",704,"138",11,6,"cl","Aull ","Unterlahnkreis","Hessen-Nassau","j","j","j","j",NA,"not detected","Aull","Rhein-Lahn",999,999,"not detected"
"109",723,"138",16,18,"b","Herold ","Unterlahnkreis","Hessen-Nassau","j","j","j","j",NA,"not detected","Herold","Rhein-Lahn",999,999,"not detected"
"110",724,"138",16,19,"bd","Klingelbach","Unterlahnkreis","Hessen-Nassau","j","j","j","j",NA,"not detected","Klingelbach","Rhein-Lahn",999,999,"not detected"
"111",733,"138",21,3,"b","Niederbachheim ","St. Goarshausen","Hessen-Nassau","j","j","j","j",NA,"not detected","Niederbachheim","Rhein-Lahn",999,999,"not detected"
"112",737,"138",21,21,"do","Wellmich ","St. Goarshausen","Hessen-Nassau","j","j","j",NA,NA,"not detected","Wellmich","Sankt Goarshausen",999,999,"not detected"
"113",750,"138",27,2,"cu","Sankt Goar ","St. Goar","Rheinprovinz","j","j",NA,NA,NA,"not detected","St. Goar","",999,999,"not detected"
"114",759,"138",27,22,"ao","Engehöll ","St. Goar","Rheinprovinz","j","j","j",NA,NA,"not detected","Engehöll","Oberwesel",999,999,"not detected"
"115",769,"138",30,13,"dr","Wiesbaden-Rambach","Wiesbaden","Hessen-Nassau","j","j","j","j",NA,"not detected","Rambach ","",999,999,"not detected"
"116",770,"138",30,19,"b","Wiesbaden-Heßloch","Wiesbaden","Hessen-Nassau","j","j","j",NA,NA,"not detected","Heßloch","",999,999,"not detected"
"117",775,"138",33,14,"co","Rheindiebach ","St. Goar","Rheinprovinz","j","j",NA,NA,NA,"not detected","Rheindiebach","Oberdiebach",999,999,"not detected"
"125",810,"139",3,14,"ar","Trais ","Friedberg","Hessen","j","j","j","j",NA,"not detected","Trais-Münzenberg","Münzenberg",999,999,"not detected"
"126",819,"139",4,9,"c","Langd ","Gießen","Hessen","j","j","j","j",NA,"not detected","Landgd","Hungen",999,999,"not detected"
"127",823,"139",4,23,"a","Unter-Widdersheim","Büdingen","Hessen","j","j","j","j",NA,"not detected","Unter Widdersheim","",999,999,"not detected"
"130",831,"139",6,7,"dl","Kaulstoß ","Schotten","Hessen","j","j","j","j",NA,"not detected","Kaulstoß","Schotten",999,999,"not detected"
"131",844,"139",8,24,"au","Friedrichsthal ","Usingen","Hessen-Nassau","j","j","j","j",NA,"not detected","Friedrichsthal","Wehrheim",999,999,"not detected"
"134",852,"139",9,23,"cd","Friedberg ","Friedberg","Hessen","j","j","j","j",NA,"not detected","Friedberg","Rhein-Main",999,999,"not detected"
"135",855,"139",10,4,"d","Geiß-Nidda ","Büdingen","Hessen","j","j","j","j",NA,"not detected","Geiß-Nidda","Nidda",999,999,"not detected"
"136",861,"139",10,17,"c","Reichelsheim","Friedberg","Hessen","j",NA,"j","j",NA,"not detected","Reichelsheim","Wetterau",999,999,"not detected"
"139",878,"139",12,13,"br","Böß-Gesäß","Büdingen","Hessen","j",NA,NA,NA,NA,"not detected","Bös-Gesäß","",999,999,"not detected"
"141",884,"139",12,25,"cr","Untersotzbach","Gelnhausen","Hessen-Nassau","j","j","j","j",NA,"not detected","Untersotzbach","Birstein",999,999,"not detected"
"142",890,"139",14,11,"ac","Neu-Anspach","Usingen","Hessen-Nassau","j","j","j","j",NA,"not detected","Anspach","",999,999,"not detected"
"145",903,"139",16,18,"du","Höchst an der Nidder ","Büdingen","Hessen","j","j","j","j",NA,"not detected","Höchst a. d. Nidder","Altenstadt",999,999,"not detected"
"147",917,"139",17,21,"al","Himbach ","Büdingen","Hessen","j","j","j","j",NA,"not detected","Himbach","Limeshain",999,999,"not detected"
"151",942,"139",21,18,"cu","Bad-Vilbel","Friedberg","Hessen","j","j","j","j",NA,"not detected","Vilbel","",999,999,"not detected"
"154",968,"139",26,12,"d","Frankfurt-Sossenheim","Frankfurt a. M.","Hessen-Nassau","j","j","j",NA,NA,"not detected","Frankfurt a. M. - Gossenheim","",999,999,"not detected"
"155",971,"139",28,18,"ao","Klein-Steinheim","Offenbach","Hessen","j","j","j","j",NA,"not detected","Klein Steinheim","",999,999,"not detected"
"157",973,"139",28,19,"cl","Großauheim","Offenbach","Hessen","j","j","j","j",NA,"not detected","Groß Auheim","",999,999,"not detected"
"158",974,"139",28,21,"bl","Lämmerspiel","Offenbach","Hessen",NA,"j","j","j",NA,"not detected","Lämmerspiel","Mühlheim am Main",999,999,"not detected"
"159",975,"139",29,3,"bl","Neuenhaßlau ","Gelnhausen","Hessen-Nassau","j","j","j","j",NA,"not detected","Neuenhaßlau","Hasselroth",999,999,"not detected"
"160",980,"139",30,1,"bl","Großenhausen ","Gelnhausen","Hessen-Nassau","j","j",NA,NA,NA,"not detected","Großenhausen","Linsengericht",999,999,"not detected"
"161",991,"139",32,1,"ab","Frankfurt-Sindlingen","Frankfurt a. M.","Hessen-Nassau","j","j",NA,NA,NA,"not detected","Frankfurt a. M. -Sindlingen","",999,999,"not detected"
"163",999,"139",34,5,"al","Großkrotzenburg","Hanau","Hessen-Nassau","j","j","j","j",NA,"not detected","Groß Krotzenburg","",999,999,"not detected"
"164",1005,"139",35,11,"a","Großwelzheim ","BA. Alzenau","RegBez. Unterfranken (Bayern)",NA,NA,NA,"j",NA,"not detected","Großwelzheim","Karlstein am Main",999,999,"not detected"
"166",1016,"140",1,13,"bl","Reichlos ","Lauterbach","Hessen","j","j","j",NA,NA,"not detected","Reichlos","Freiensteinau",999,999,"not detected"
"167",1024,"140",4,1,"dr","Poppenhausen ","Fulda","Hessen-Nassau","j","j","j",NA,NA,"not detected","Poppenhausen","Wasserkuppe",999,999,"not detected"
"169",1040,"140",14,1,"al","Niederzell ","Schlüchtern","Hessen-Nassau","j","j","j",NA,NA,"not detected","Niederzell","Schlüchtern",999,999,"not detected"
"170",1043,"140",14,21,"ac","Marjoß ","Schlüchtern","Hessen-Nassau","j","j","j","j",NA,"not detected","Marjoß","Steinau",999,999,"not detected"
"171",1049,"140",19,15,"c","Burgjoß ","Gelnhausen","Hessen-Nassau",NA,NA,NA,"j",NA,"not detected","Burgjoß","Jossgrund",999,999,"not detected"
"172",1053,"151",1,1,"do","Bischofsheim","Mainz","Hessen","j","j","j","j",NA,"not detected","Mainz-Bischofsheim","",999,999,"not an unique name"
"173",1056,"151",1,11,"a","Ginsheim-Gustavsburg","Mainz","Hessen","j","j","j","j",NA,"not detected","Mainz-Ginsheim","",999,999,"not detected"
"175",1063,"151",3,1,"co","Langen ","Offenbach","Hessen","j","j","j","j",NA,"not detected","Langen","Offenbach",999,999,"not detected"
"179",1089,"151",8,20,"au","Darmstadt-Bessungen ","Darmstadt","Hessen","j","j","j","j",NA,"not detected","Darmstadt-Bessungen","",999,999,"not detected"
"180",1092,"151",9,18,"do","Roßdorf ","Darmstadt","Hessen","j","j","j","j",NA,"not detected","Roßdorf","Darmstadt-Dieburg",999,999,"not detected"
"181",1094,"151",9,24,"au","Zeilhard ","Dieburg","Hessen","j","j","j","j",NA,"not detected","Zeilhard","Reinheim",999,999,"not detected"
"183",1100,"151",10,11,"co","Groß-Zimmern","Dieburg","Hessen","j","j","j","j",NA,"not detected","Groß Zimmern","",999,999,"not detected"
"184",1102,"151",10,13,"du","Groß-Umstadt","Dieburg","Hessen",NA,"j","j","j",NA,"not detected","Groß Umstadt","",999,999,"not detected"
"185",1108,"151",11,15,"ar","Großwallstadt","BA. Obernburg","RegBez. Unterfranken (Bayern)","j","j","j","j",NA,"not detected","Großwallstadt","Miltenberg",999,999,"not detected"
"186",1111,"151",11,21,"bl","Wald-Amorbach ","Erbach","Hessen","j","j","j","j",NA,"not detected","Wald-Amorbach","Breuberg",999,999,"not detected"
"189",1127,"151",14,25,"ao","Seeheim-Jugenheim","Bensheim","Hessen","j","j","j",NA,NA,"not detected","Seeheim","",999,999,"multiple entires detected"
"192",1130,"151",15,9,"co","Wembach-Hahn ","Dieburg","Hessen","j","j","j","j",NA,"not detected","Wembach-Hahn","Ober-Ramstadt",999,999,"not detected"
"193",1131,"151",15,10,"cu","Groß-Bieberau ","Dieburg","Hessen","j","j","j","j",NA,"not detected","Groß-Bieberau","Darmstadt-Dieburg",999,999,"not detected"
"198",1146,"151",16,25,"bu","Etzen-Gesäß ","Erbach","Hessen","j",NA,NA,NA,NA,"not detected","Etzen-Gesäß","Bad König",999,999,"not detected"
"199",1148,"151",17,2,"cu","Neustadt ","Erbach","Hessen","j","j","j",NA,NA,"not detected","Neustadt","Breuberg",999,999,"not detected"
"202",1163,"151",20,7,"cu","Langwaden ","Bensheim","Hessen","j","j","j","j",NA,"not detected","Langwaden","Bensheim",999,999,"not detected"
"203",1175,"151",21,17,"bl","Knoden ","Bensheim","Hessen",NA,"j","j","j",NA,"not detected","Knoden","Lautertal",999,999,"not detected"
"206",1182,"151",22,9,"c","Langen-Brombach","Erbach","Hessen","j",NA,NA,NA,NA,"not detected","Langen Brombach","",999,999,"not detected"
"207",1183,"151",22,11,"a","Reichelsheim ","Friedberg","Hessen",NA,"j",NA,NA,NA,"not detected","Reichelsheim","Wetterau",999,999,"not detected"
"210",1191,"151",23,12,"c","Weiten-Gesäß ","Erbach","Hessen","j","j","j","j",NA,"not detected","Weiten-Gesäß","Michelstadt",999,999,"not detected"
"212",1209,"151",27,12,"b","Albersbach ","Heppenheim","Hessen","j",NA,NA,NA,NA,"not detected","Albersbach","Rimbach",999,999,"not detected"
"214",1211,"151",27,18,"d","Zotzenbach ","Heppenheim","Hessen",NA,NA,NA,"j",NA,"not detected","Zotzenbach","Rimbach",999,999,"not detected"
"217",1214,"151",27,23,"d","Weiher ","Heppenheim","Hessen","j","j","j","j",NA,"not detected","Weiher","Mörlenbach",999,999,"not detected"
"221",1232,"151",30,15,"a","Gerolzahn ","AB. Buchen","Baden","j",NA,NA,NA,NA,"not detected","Gerolzahn","Walldürn",999,999,"not detected"
"222",1236,"151",31,7,"c","Mörsch ","BA. Frankenthal","RegBez. Pfalz (Bayern)","j","j",NA,NA,NA,"not detected","Mörsch","Frankenthal",999,999,"not detected"
"223",1237,"151",31,11,"d","Frankenthal ",NA,"RegBez. Pfalz (Bayern)","j",NA,"j","j","Kreis nicht angegeben, vermutlich aber Frankenthal","not detected","Frankenthal","Pfalz",999,999,"not detected"
"227",1247,"151",33,12,"co","Gorxheim","Heppenheim","Hessen",NA,"j",NA,NA,NA,"not detected","Gorzheim","",999,999,"not detected"
"228",1248,"151",33,12,"du","Unter-Flockenbach","Heppenheim","Hessen",NA,"j","j","j",NA,"not detected","Unter Flockenbach","",999,999,"not detected"
"229",1249,"151",33,14,"a","Ober-Abtsteinach ","Heppenheim","Hessen","j","j","j","j",NA,"not detected","Ober-Abtsteinach","Abtsteinach",999,999,"not detected"
"230",1250,"151",33,14,"bo","Siebelsbrunn ","Heppenheim","Hessen","j","j","j","j",NA,"not detected","Siebelsbrunn","Wald-Michelbach",999,999,"not detected"
"231",1252,"151",33,22,"b","Oberflockenbach","AB. Weinheim","Baden","j",NA,"j","j",NA,"not detected","Ober Flockenbach","",999,999,"not detected"
"234",1265,"151",36,19,"a","Unterneudorf ","AB. Buchen","Baden","j",NA,NA,NA,NA,"not detected","Unterneudorf","Buchen",999,999,"not detected"
"235",1267,"151",36,23,"d","Oberneudorf ","AB. Buchen","Baden","j","j","j","j",NA,"not detected","Oberneudorf","Buchen",999,999,"not detected"
"236",1268,"151",36,24,"a","Hollerbach","AB. Buchen","Baden","j",NA,NA,NA,NA,"not detected","Hollerbach","Buchen",999,999,"not detected"
"237",1269,"Handschriftliche Ergänzungen:",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"not detected",NA,"",999,999,"not detected"
"239",1271,"138",33,8,"du","",NA,NA,NA,NA,NA,NA,NA,"not detected","unklarer Ort","",999,999,"not detected"
